GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
coverage/vip-docs,fr.insalyon.creatis.vip.docs.client.view,DocumentationTab,33,0,0,0,11,0,1,0,1,0
coverage/vip-docs,fr.insalyon.creatis.vip.docs.client.view,GalleryTab,33,0,0,0,11,0,1,0,1,0
coverage/vip-docs,fr.insalyon.creatis.vip.docs.client.view,DocsParser,36,0,4,0,11,0,5,0,3,0
coverage/vip-docs,fr.insalyon.creatis.vip.docs.client.view,DocsConstants,3,0,0,0,1,0,1,0,1,0
coverage/vip-docs,fr.insalyon.creatis.vip.docs.client,DocsModule,14,0,0,0,7,0,6,0,6,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client,GateLabModule,88,0,18,0,22,0,13,0,4,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client,GateLabConstants,3,0,0,0,1,0,1,0,1,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client,GateLabModule.new RelaunchService.ApplicationRelauncher() {...},35,0,2,0,6,0,4,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadsLayout.new AsyncCallback() {...},42,0,0,0,8,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadsLayout,91,0,0,0,26,0,5,0,5,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadsLayout.new AsyncCallback() {...},24,0,0,0,7,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadsLayout.new AsyncCallback() {...},58,0,4,0,12,0,5,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabGeneralLayout.new AsyncCallback() {...},120,0,2,0,25,0,4,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabGeneralLayout.1.new BooleanCallback() {...},22,0,2,0,5,0,3,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabGeneralLayout.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabSimulationBoxLayout.new ClickHandler() {...},33,0,0,0,9,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabGeneralTab,66,0,4,0,19,0,4,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabGeneralLayout,127,0,2,0,34,0,5,0,4,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadButtonLayout,90,0,2,0,25,0,3,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabProgressLayout.new AsyncCallback() {...},318,0,36,0,52,0,21,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GeneralInformationContextMenu,92,0,6,0,21,0,5,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabTimelineParser,21,0,0,0,3,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GeneralInformationContextMenu.new ClickHandler() {...},30,0,0,0,5,0,2,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GeneralInformationContextMenu.new ClickHandler() {...},16,0,0,0,3,0,2,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabGeneralLayout.1.1.new AsyncCallback() {...},23,0,0,0,6,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GeneralInformationContextMenu.new AsyncCallback() {...},28,0,0,0,8,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabSimulationTab,82,0,2,0,17,0,3,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabSimulationBoxLayout,22,0,0,0,4,0,1,0,1,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabSimulationType,24,0,0,0,3,0,1,0,1,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabProgressLayout,34,0,0,0,12,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadsLayout.1.new ClickHandler() {...},15,0,0,0,3,0,2,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabDownloadsLayout.2.new ClickHandler() {...},15,0,0,0,3,0,2,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.monitor,GateLabMonitorParser,29,0,0,0,6,0,4,0,4,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,Release,122,0,18,0,31,0,14,0,4,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,LoadMacWindow,44,0,0,0,12,0,1,0,1,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,LoadMacHTMLPane,20,0,0,0,4,0,1,0,1,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,GateLabLaunchTab,513,0,24,0,114,0,32,0,20,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,Release.ReleaseNumber,15,0,0,0,5,0,1,0,1,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,GateLabLaunchTab.new AsyncCallback() {...},66,0,2,0,13,0,4,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view.launch,GateLabLaunchTab.new ClickHandler() {...},23,0,0,0,4,0,2,0,2,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view,GateLabTileGrid,53,0,4,0,13,0,6,0,4,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view,GateLabTileGrid.new AsyncCallback() {...},46,0,2,0,8,0,4,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.view,GateLabException,11,0,0,0,6,0,3,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.dao.derby,GateLabData,94,0,4,0,27,0,5,0,3,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.business,GateLabBusiness,129,23,4,0,37,8,9,1,7,1
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.business,GateLabInputsParser,97,0,8,0,26,0,9,0,5,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.business,GateLabInputs,125,0,2,0,31,0,7,0,6,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.server.rpc,GateLabServiceImpl,86,0,0,0,25,0,6,0,6,0
coverage/vip-gatelab,fr.insalyon.creatis.vip.gatelab.client.rpc,GateLabService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalInitializer,510,0,30,0,115,0,27,0,12,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalConfiguration.ProxyClientLocal,11,0,0,0,6,0,4,0,4,0
coverage/vip-local,fr.insalyon.creatis.vip.local,GridaClientLocal,402,0,30,0,90,0,37,0,22,0
coverage/vip-local,fr.insalyon.creatis.vip.local,GridaCacheClientLocal,16,0,0,0,4,0,3,0,3,0
coverage/vip-local,fr.insalyon.creatis.vip.local,GridaZombieClientLocal,16,0,0,0,4,0,3,0,3,0
coverage/vip-local,fr.insalyon.creatis.vip.local,WebServiceEngineLocal,53,0,0,0,18,0,13,0,13,0
coverage/vip-local,fr.insalyon.creatis.vip.local,WorkflowsDBLocalConfiguration,188,0,2,0,41,0,9,0,8,0
coverage/vip-local,fr.insalyon.creatis.vip.local,GRIDAPoolClientLocal,176,0,0,0,33,0,17,0,17,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalBashEngine.LocalExecutionRun,347,0,14,0,73,0,22,0,15,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalConfiguration,36,0,0,0,8,0,1,0,1,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalConfiguration.SmaClientLocal,38,0,0,0,7,0,2,0,2,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalBashEngine.LocalBashExecution,6,0,0,0,2,0,1,0,1,0
coverage/vip-local,fr.insalyon.creatis.vip.local,LocalBashEngine,385,0,18,0,87,0,36,0,27,0
coverage/vip-portal,fr.insalyon.creatis.vip.portal.client,Main.new AsyncCallback() {...},26,0,0,0,8,0,3,0,3,0
coverage/vip-portal,fr.insalyon.creatis.vip.portal.client,Main.new AsyncCallback() {...},13,0,0,0,5,0,3,0,3,0
coverage/vip-portal,fr.insalyon.creatis.vip.portal.client,Main.new AsyncCallback() {...},21,0,0,0,7,0,3,0,3,0
coverage/vip-portal,fr.insalyon.creatis.vip.portal.client,Main,113,0,4,0,33,0,7,0,5,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.business,PublicationBusiness,47,25,0,0,17,9,3,3,3,3
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.bean,Publication,69,81,0,0,31,29,12,10,12,10
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid.1.new ClickHandler() {...},56,0,0,0,5,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid.1.new ClickHandler() {...},27,0,0,0,5,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,BibtexLayout.1.new AsyncCallback() {...},29,0,2,0,7,0,4,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationTab,128,0,4,0,33,0,6,0,4,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationParser,100,0,2,0,24,0,5,0,4,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,EditPublicationLayout,458,0,14,0,100,0,15,0,8,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,BibtexLayout,66,0,0,0,15,0,4,0,4,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationConstants,3,0,0,0,1,0,1,0,1,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationRecord,39,0,0,0,11,0,1,0,1,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationLayout.new AsyncCallback() {...},81,0,2,0,12,0,4,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationParser.3.new AsyncCallback() {...},18,0,0,0,5,0,3,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationLayout.new ClickHandler() {...},15,0,0,0,3,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationLayout.new ClickHandler() {...},16,0,0,0,3,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationTypes,59,0,0,0,6,0,3,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid,216,0,4,0,38,0,8,0,6,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid.1.2.new BooleanCallback() {...},24,0,4,0,4,0,4,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationParser.new ClickHandler() {...},18,0,0,0,4,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid.new AsyncCallback() {...},32,0,0,0,9,0,3,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid.new CellClickHandler() {...},44,0,2,0,6,0,3,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationParser.new ClickHandler() {...},20,0,0,0,5,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationParser.new CloseClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationParser.new AsyncCallback() {...},21,0,2,0,6,0,4,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,Data,97,0,0,0,14,0,1,0,1,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationGrid.new ListGrid() {...},269,0,6,0,30,0,7,0,4,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationLayout,155,0,4,0,43,0,8,0,6,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,PublicationInfoTab,14,0,0,0,4,0,1,0,1,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,BibtexLayout.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,BibtexLayout.new ClickHandler() {...},19,0,0,0,4,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,EditPublicationLayout.new AsyncCallback() {...},41,0,2,0,10,0,4,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.view,EditPublicationLayout.new AsyncCallback() {...},36,0,0,0,8,0,3,0,3,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client.rpc,PublicationService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.rpc,PublicationServiceImpl,322,0,30,0,81,0,24,0,9,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.dao,PublicationDataInitializer,0,25,0,0,0,8,0,2,0,2
coverage/vip-publication,fr.insalyon.creatis.vip.publication.server.dao.mysql,PublicationData,205,126,2,2,44,27,4,5,3,4
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client,PublicationModule,25,0,0,0,10,0,6,0,6,0
coverage/vip-publication,fr.insalyon.creatis.vip.publication.client,PublicationModule.new Runnable() {...},12,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client,SocialModule.new ClickHandler() {...},12,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client,SocialModule.new Timer() {...},8,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client,SocialModule.new AsyncCallback() {...},30,0,2,0,10,0,4,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client,SocialConstants,3,0,0,0,1,0,1,0,1,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client,SocialModule,50,0,0,0,17,0,5,0,5,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.bean,Message,70,0,0,0,22,0,11,0,11,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.bean,GroupMessage,48,0,0,0,18,0,9,0,9,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageBoxLayout.3.new AsyncCallback() {...},17,0,0,0,5,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageLayout.new AsyncCallback() {...},51,0,6,0,11,0,6,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageLayout.new ClickHandler() {...},20,0,0,0,4,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageLayout,110,0,2,0,29,0,5,0,4,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageBoxLayout,239,0,8,0,64,0,10,0,6,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageViewerWindow,232,0,6,0,62,0,6,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageBoxLayout.new ClickHandler() {...},14,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageBoxLayout.new BooleanCallback() {...},26,0,4,0,6,0,4,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.sent,SentMessageBoxLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.common,AbstractMainLayout,24,0,0,0,8,0,1,0,1,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.common,MoreDataBoxLayout,82,0,0,0,28,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.common,AbstractComposeWindow,118,0,0,0,25,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view,MenuLayout.new ClickHandler() {...},21,0,0,0,5,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view,SocialException,11,0,0,0,6,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view,MainLayout,57,0,0,0,18,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view,MenuLayout,100,0,0,0,23,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view,SocialParser,21,0,2,0,7,0,4,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view,SocialTab,52,0,0,0,17,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.server.rpc,SocialServiceImpl,264,0,2,0,79,0,16,0,15,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageLayout,126,0,2,0,32,0,5,0,4,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindow.new AsyncCallback() {...},47,0,4,0,10,0,5,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindow.new AsyncCallback() {...},53,0,2,0,12,0,4,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindow.new AsyncCallback() {...},23,0,0,0,7,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageBoxLayout.new BooleanCallback() {...},26,0,4,0,6,0,4,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageBoxLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindow.new ClickHandler() {...},28,0,2,0,6,0,3,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageBoxLayout.new ClickHandler() {...},18,0,0,0,4,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageBoxLayout.3.new AsyncCallback() {...},20,0,0,0,6,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageLayout.new AsyncCallback() {...},51,0,6,0,11,0,6,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageLayout.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageBoxLayout,185,0,2,0,53,0,7,0,6,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageLayout.new ClickHandler() {...},20,0,0,0,4,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindowToReportIssue.new AsyncCallback() {...},23,0,0,0,7,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindowToReportIssue.new ClickHandler() {...},34,0,2,0,5,0,3,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageViewerWindow,203,0,2,0,57,0,5,0,4,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindowToReportIssue,148,0,0,0,29,0,5,0,5,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageComposerWindow,224,0,2,0,50,0,9,0,8,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message,MessageViewerWindow.new AsyncCallback() {...},14,0,0,0,5,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupsLayout,99,0,0,0,25,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupLayout,157,0,2,0,41,0,5,0,4,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupLayout.new ClickHandler() {...},14,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupLayout.new AsyncCallback() {...},51,0,6,0,11,0,6,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupLayout.new ClickHandler() {...},20,0,0,0,4,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupMessageBoxLayout.3.new AsyncCallback() {...},17,0,0,0,5,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupMessageBoxLayout,186,0,2,0,52,0,7,0,6,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupComposerWindow,111,0,0,0,23,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupsLayout.new ChangedHandler() {...},26,0,0,0,4,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupsLayout.new AsyncCallback() {...},22,0,0,0,5,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupComposerWindow.new AsyncCallback() {...},23,0,0,0,7,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupComposerWindow.new ClickHandler() {...},24,0,2,0,5,0,3,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupMessageBoxLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupMessageBoxLayout.new BooleanCallback() {...},26,0,4,0,6,0,4,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupMessageBoxLayout.new ClickHandler() {...},18,0,0,0,4,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.client.view.message.group,GroupMessageViewerWindow,180,0,0,0,51,0,3,0,3,0
coverage/vip-social,fr.insalyon.creatis.vip.social.server.business,MessageBusiness,306,94,17,5,77,18,20,4,11,2
coverage/vip-social,fr.insalyon.creatis.vip.social.client.rpc,SocialService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-social,fr.insalyon.creatis.vip.social.server.dao.mysql,MessagingDataInitializer,0,37,0,0,0,10,0,2,0,2
coverage/vip-social,fr.insalyon.creatis.vip.social.server.dao.mysql,GroupMessageData,188,14,2,0,41,5,4,1,3,1
coverage/vip-social,fr.insalyon.creatis.vip.social.server.dao.mysql,MessageData,449,83,10,0,95,24,11,3,6,3
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.view,AmiImageViewTab,171,0,10,0,29,0,14,0,9,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.view,VisualizationException,11,0,0,0,5,0,3,0,3,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.view,AbstractViewTab.new AsyncCallback() {...},17,0,0,0,6,0,3,0,3,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.view,AbstractViewTab,67,0,0,0,17,0,4,0,4,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.view,BrainBrowserViewTab,65,0,6,0,16,0,7,0,4,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.server.business,VisualizationBusiness.FilenameAndExtension,9,0,0,0,4,0,1,0,1,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.server.business,VisualizationBusiness,352,17,8,0,78,6,14,1,10,1
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.bean,Image,24,0,0,0,9,0,5,0,5,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.bean,VisualizationItem,26,0,0,0,11,0,6,0,6,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client.rpc,VisualizationService.Util,16,0,0,0,6,0,2,0,2,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.server.rpc,VisualizationServiceImpl,56,0,0,0,14,0,4,0,4,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client,VisualizationModule.new BrowserContextMenu.Visualizer() {...},16,0,0,0,4,0,4,0,4,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client,VisualizationModule,24,0,0,0,8,0,4,0,4,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client,VisualizationModule.new BrowserContextMenu.Visualizer() {...},16,0,0,0,4,0,4,0,4,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client,VisualizationModule.2.new Consumer() {...},22,0,0,0,6,0,3,0,3,0
coverage/vip-visualization,fr.insalyon.creatis.vip.visualization.client,VisualizationModule.1.new Consumer() {...},21,0,0,0,5,0,3,0,3,0
